datID sessionID block trial stimGlobA stimGLobB weightA correctResp resp rt
79 441 0 78 23 41 1 5 5 1.239
80 441 0 79 23 41 0 1 1 0.812
81 441 1 0 23 41 0 2 2 1.357
82 441 1 1 23 41 1 4 4 1.698
83 441 1 2 23 41 2 7 7 1.69
84 441 1 3 23 41 2 6 6 1.068
85 441 1 4 23 41 2 6 6 0.506
86 441 1 5 23 41 1 3 3 3.573
87 441 1 6 23 41 1 3 3 0.516
88 441 1 7 23 41 0 1 1 3.592
89 441 1 8 23 41 1 5 5 2.157
90 441 1 9 23 41 1 5 5 0.655
91 441 1 10 23 41 2 7 7 3.147
92 441 1 11 23 41 2 7 7 0.628
93 441 1 12 23 41 3 8 8 0.611
94 441 1 13 23 41 0 2 3 2.433
95 441 1 14 23 41 3 8 8 0.668
96 441 1 15 23 41 1 4 4 2.804
97 441 1 16 23 41 0 1 1 0.873
98 441 1 17 23 41 1 4 4 2.461
99 441 1 18 23 41 0 1 1 1.528
100 441 1 19 23 41 2 6 6 2.385
101 441 1 20 23 41 3 8 7 3.769
102 441 1 21 23 41 1 5 4 2.588
103 441 1 22 23 41 0 1 1 3.531
104 441 1 23 23 41 3 8 8 0.805
105 441 1 24 23 41 0 2 2 1.26
106 441 1 25 23 41 2 7 6 3.969
107 441 1 26 23 41 0 1 1 1.452
108 441 1 27 23 41 0 1 1 0.503
109 441 1 28 23 41 1 4 4 2.38
110 441 1 29 23 41 0 2 2 2.388
111 441 1 30 23 41 1 3 4 1.451
112 441 1 31 23 41 2 6 6 1.183
113 441 1 32 23 41 0 2 2 6.598
114 441 1 33 23 41 2 7 7 2.535
115 441 1 34 23 41 1 4 4 2.024
116 441 1 35 23 41 3 8 8 0.813
117 441 1 36 23 41 2 6 6 2.644
118 441 1 37 23 41 1 5 5 1.922
119 441 1 38 23 41 3 8 8 0.747
120 441 1 39 23 41 1 3 3 4.581
121 441 1 40 23 41 2 6 6 1.43
122 441 1 41 23 41 3 8 8 1.618
123 441 1 42 23 41 1 5 5 2.442
124 441 1 43 23 41 0 1 1 1.166
125 441 1 44 23 41 0 2 2 2.999
126 441 1 45 23 41 2 7 7 1.367
127 441 1 46 23 41 0 1 1 2.619
128 441 1 47 23 41 3 8 8 0.613
129 441 1 48 23 41 3 8 8 0.484
130 441 1 49 23 41 0 1 1 1.064
131 441 1 50 23 41 1 4 4 2.114
132 441 1 51 23 41 1 5 5 1.158
133 441 1 52 23 41 3 8 8 1.238
134 441 1 53 23 41 3 8 8 0.469
135 441 1 54 23 41 2 7 6 1.4
136 441 1 55 23 41 2 6 5 2.077
137 441 1 56 23 41 3 8 8 0.878
138 441 1 57 23 41 2 6 5 1.921
139 441 1 58 23 41 2 7 7 3.143
140 441 1 59 23 41 1 3 3 4.544
141 441 1 60 23 41 0 2 2 1.315
142 441 1 61 23 41 1 4 4 1.076
143 441 1 62 23 41 2 7 6 1.665
144 441 1 63 23 41 2 7 7 0.55
145 441 1 64 23 41 1 3 4 6.407
146 441 1 65 23 41 0 1 1 0.619
147 441 1 66 23 41 0 2 2 0.762
148 441 1 67 23 41 1 5 5 4.226
149 441 1 68 23 41 1 4 4 0.881
150 441 1 69 23 41 3 8 8 0.949
151 441 1 70 23 41 2 7 7 7.223
152 441 1 71 23 41 1 4 3 2.732
153 441 1 72 23 41 0 2 2 1.614
154 441 1 73 23 41 1 3 3 1.702
155 441 1 74 23 41 1 5 5 1.993
156 441 1 75 23 41 2 6 6 1.742
157 441 1 76 23 41 0 1 1 0.761
158 441 1 77 23 41 3 8 8 0.656
159 441 1 78 23 41 1 3 4 3.838
160 441 1 79 23 41 1 4 4 1.317
161 441 2 0 23 41 3 8 8 0.877
162 441 2 1 23 41 0 2 2 1.899
163 441 2 2 23 41 3 8 8 0.63
164 441 2 3 23 41 3 8 8 0.469
165 441 2 4 23 41 2 7 7 2.137
166 441 2 5 23 41 1 4 4 4.443
167 441 2 6 23 41 1 5 5 0.735
168 441 2 7 23 41 1 5 5 0.585
169 441 2 8 23 41 2 7 6 6.633
170 441 2 9 23 41 3 8 8 0.406
171 441 2 10 23 41 1 4 4 7.165
172 441 2 11 23 41 2 6 6 5.478
173 441 2 12 23 41 1 4 3 2.129
174 441 2 13 23 41 0 1 1 1.266
175 441 2 14 23 41 1 5 5 3.095
176 441 2 15 23 41 2 7 7 10.13
177 441 2 16 23 41 1 5 5 4.403
178 441 2 17 23 41 2 6 6 0.81
179 441 2 18 23 41 1 5 5 0.656
180 441 2 19 23 41 1 4 4 0.749
181 441 2 20 23 41 2 7 7 1.153
182 441 2 21 23 41 0 2 2 3.199
183 441 2 22 23 41 2 6 6 2.177
184 441 2 23 23 41 3 8 8 1.105
185 441 2 24 23 41 0 2 3 7.537
186 441 2 25 23 41 2 7 6 1.397
187 441 2 26 23 41 1 5 4 2.291
188 441 2 27 23 41 0 1 1 1.739
189 441 2 28 23 41 2 7 6 4.573
190 441 2 29 23 41 2 6 5 2.553
191 441 2 30 23 41 1 4 4 1.51
192 441 2 31 23 41 0 1 1 1.28
193 441 2 32 23 41 1 4 4 4.596
194 441 2 33 23 41 1 3 3 0.74
195 441 2 34 23 41 1 3 3 0.621
196 441 2 35 23 41 1 3 3 0.492
197 441 2 36 23 41 0 2 2 0.83
198 441 2 37 23 41 0 2 2 0.367
199 441 2 38 23 41 3 8 8 0.876
200 441 2 39 23 41 1 5 5 1.936
201 441 2 40 23 41 1 4 4 1.338
202 441 2 41 23 41 0 1 1 1.163
203 441 2 42 23 41 2 6 6 2.308
204 441 2 43 23 41 0 2 2 2.91
205 441 2 44 23 41 2 6 6 5.089
206 441 2 45 23 41 1 5 5 0.845
207 441 2 46 23 41 2 6 6 0.722
208 441 2 47 23 41 2 6 6 1.532
209 441 2 48 23 41 2 7 7 0.581
210 441 2 49 23 41 1 3 4 4.79
211 441 2 50 23 41 3 8 8 0.648
212 441 2 51 23 41 1 4 4 5.702
213 441 2 52 23 41 0 2 2 1.752
214 441 2 53 23 41 0 1 1 0.49
215 441 2 54 23 41 1 5 5 2.06
216 441 2 55 23 41 1 5 5 3.217
217 441 2 56 23 41 1 4 4 1.992
218 441 2 57 23 41 1 3 3 0.735
219 441 2 58 23 41 2 7 7 1.385
220 441 2 59 23 41 0 1 1 1
221 441 2 60 23 41 1 3 3 8.856
222 441 2 61 23 41 0 2 2 3.533
223 441 2 62 23 41 1 3 3 0.738
224 441 2 63 23 41 1 3 3 0.671
225 441 2 64 23 41 1 5 6 3.995
226 441 2 65 23 41 0 2 2 2.17
227 441 2 66 23 41 1 4 4 1.658
228 441 2 67 23 41 1 3 3 0.768
229 441 2 68 23 41 0 1 1 0.919
230 441 2 69 23 41 1 3 3 1.626
231 441 2 70 23 41 0 2 2 1.382
232 441 2 71 23 41 2 7 8 1.101
233 441 2 72 23 41 0 1 1 0.664
234 441 2 73 23 41 0 1 1 0.517
235 441 2 74 23 41 1 5 5 4.776
236 441 2 75 23 41 0 1 2 2.735
237 441 2 76 23 41 1 3 3 1.496
238 441 2 77 23 41 3 8 8 0.755
239 441 2 78 23 41 1 5 6 4.332
240 441 2 79 23 41 1 3 3 3.489
241 442 0 0 23 41 3 8 8 1.288
242 442 0 1 23 41 1 4 4 1.426
243 442 0 2 23 41 1 4 4 0.487
244 442 0 3 23 41 2 6 6 0.854
245 442 0 4 23 41 0 2 1 1.515
246 442 0 5 23 41 2 7 6 1.391
247 442 0 6 23 41 0 1 1 1.159
248 442 0 7 23 41 0 2 2 1.457
249 442 0 8 23 41 0 2 2 0.445
250 442 0 9 23 41 1 5 4 1.028
251 442 0 10 23 41 2 6 7 0.983
252 442 0 11 23 41 1 5 5 0.863
253 442 0 12 23 41 1 5 5 0.403
254 442 0 13 23 41 1 3 3 1.145
255 442 0 14 23 41 2 7 7 1.795
256 442 0 15 23 41 1 3 3 1.485
257 442 0 16 23 41 1 5 5 1.122
258 442 0 17 23 41 2 6 6 0.838
259 442 0 18 23 41 1 5 5 0.806
260 442 0 19 23 41 1 5 5 0.465
261 442 0 20 23 41 1 5 5 0.357
262 442 0 21 23 41 3 8 8 1.167
263 442 0 22 23 41 0 2 1 1.314
264 442 0 23 23 41 3 8 8 1.151
265 442 0 24 23 41 0 1 1 1.084
266 442 0 25 23 41 2 6 5 1.354
267 442 0 26 23 41 2 7 7 1.189
268 442 0 27 23 41 2 7 7 0.644
269 442 0 28 23 41 0 2 2 1.097
270 442 0 29 23 41 1 3 3 0.772
271 442 0 30 23 41 1 5 4 1.372
272 442 0 31 23 41 0 2 2 1.032
273 442 0 32 23 41 1 3 3 0.691
274 442 0 33 23 41 3 8 8 1.424
275 442 0 34 23 41 0 1 1 1.053
276 442 0 35 23 41 0 1 1 0.394
277 442 0 36 23 41 0 2 2 0.736
278 442 0 37 23 41 2 6 4 1.145
279 442 0 38 23 41 2 6 6 0.452
280 442 0 39 23 41 2 7 7 0.776
281 442 0 40 23 41 0 2 2 1.131
282 442 0 41 23 41 1 4 4 2.203
283 442 0 42 23 41 1 5 5 0.722
284 442 0 43 23 41 0 2 2 0.983
285 442 0 44 23 41 1 3 3 0.727
286 442 0 45 23 41 1 4 4 0.661
287 442 0 46 23 41 1 5 5 0.561
288 442 0 47 23 41 1 3 3 1.011
289 442 0 48 23 41 0 2 2 1.106
290 442 0 49 23 41 1 4 3 0.732
291 442 0 50 23 41 2 6 6 1.074
292 442 0 51 23 41 1 3 3 1.15
293 442 0 52 23 41 1 4 4 0.597
294 442 0 53 23 41 0 2 2 1.013
295 442 0 54 23 41 1 3 3 0.548
296 442 0 55 23 41 0 2 2 0.79
297 442 0 56 23 41 1 4 4 1.335
298 442 0 57 23 41 2 6 6 1.276
299 442 0 58 23 41 1 4 5 1.07
300 442 0 59 23 41 1 3 3 0.639
301 442 0 60 23 41 1 3 3 0.408
302 442 0 61 23 41 0 2 2 0.607
303 442 0 62 23 41 1 5 5 1.908
304 442 0 63 23 41 1 3 3 1.045
305 442 0 64 23 41 0 1 1 0.946
306 442 0 65 23 41 3 8 8 1.092
307 442 0 66 23 41 1 3 3 1.961
308 442 0 67 23 41 1 4 4 0.815
309 442 0 68 23 41 0 2 2 1.052
310 442 0 69 23 41 1 3 3 0.602
311 442 0 70 23 41 3 8 8 1.321
312 442 0 71 23 41 2 7 8 0.779
313 442 0 72 23 41 2 6 6 0.806
314 442 0 73 23 41 2 7 7 0.685
315 442 0 74 23 41 1 5 4 1.784
316 442 0 75 23 41 0 2 2 1.053
317 442 0 76 23 41 2 6 6 2.842
318 442 0 77 23 41 0 1 1 0.943
319 442 0 78 23 41 0 1 1 0.369
320 442 0 79 23 41 1 5 4 2.569
321 442 1 0 23 41 1 5 4 1.597
322 442 1 1 23 41 1 3 3 1.033
323 442 1 2 23 41 0 2 2 0.662
324 442 1 3 23 41 3 8 8 1.011
325 442 1 4 23 41 3 8 8 0.4
326 442 1 5 23 41 0 2 2 1.017
327 442 1 6 23 41 1 4 3 1.186
328 442 1 7 23 41 3 8 8 1.454
329 442 1 8 23 41 0 2 2 0.996
330 442 1 9 23 41 0 1 1 0.586
331 442 1 10 23 41 3 8 7 0.922
332 442 1 11 23 41 3 8 8 0.687
333 442 1 12 23 41 0 2 2 1.915
334 442 1 13 23 41 0 1 1 0.627
335 442 1 14 23 41 0 1 1 0.434
336 442 1 15 23 41 1 4 3 1.192
337 442 1 16 23 41 1 4 4 0.416
338 442 1 17 23 41 2 6 6 0.978
339 442 1 18 23 41 1 4 5 0.742
340 442 1 19 23 41 1 4 4 0.366
341 442 1 20 23 41 3 8 7 0.984
342 442 1 21 23 41 2 7 7 0.693
343 442 1 22 23 41 2 6 6 0.817
344 442 1 23 23 41 1 4 4 0.999
345 442 1 24 23 41 0 1 1 1.751
346 442 1 25 23 41 3 8 8 1.591
347 442 1 26 23 41 3 8 8 0.463
348 442 1 27 23 41 1 3 3 2.065
349 442 1 28 23 41 1 3 3 0.435
350 442 1 29 23 41 0 2 2 0.702
351 442 1 30 23 41 3 8 8 1.401
352 442 1 31 23 41 0 2 2 1.96
353 442 1 32 23 41 1 4 4 1.93
354 442 1 33 23 41 2 6 6 0.939
355 442 1 34 23 41 1 3 4 1.324
356 442 1 35 23 41 2 7 7 1.377
357 442 1 36 23 41 3 8 8 0.551
358 442 1 37 23 41 1 3 3 1.224
359 442 1 38 23 41 2 6 5 0.91
360 442 1 39 23 41 0 2 2 1.391
361 442 1 40 23 41 2 7 6 1.086
362 442 1 41 23 41 2 7 7 0.537
363 442 1 42 23 41 1 3 3 1.77
364 442 1 43 23 41 0 1 1 0.955
365 442 1 44 23 41 3 8 8 0.908
366 442 1 45 23 41 1 5 5 1.855
367 442 1 46 23 41 2 6 6 0.49
368 442 1 47 23 41 0 1 1 0.861
369 442 1 48 23 41 3 8 8 1.377
370 442 1 49 23 41 1 4 4 1.314
371 442 1 50 23 41 2 6 5 0.805
372 442 1 51 23 41 2 7 7 1.724
373 442 1 52 23 41 0 1 1 1.021
374 442 1 53 23 41 2 6 5 2.076
375 442 1 54 23 41 1 4 3 2.904
376 442 1 55 23 41 1 5 5 0.668
377 442 1 56 23 41 2 7 7 1.535
378 442 1 57 23 41 1 5 4 1.329
379 442 1 58 23 41 2 7 7 0.92
380 442 1 59 23 41 2 6 7 1.114
381 442 1 60 23 41 1 5 5 0.955
382 442 1 61 23 41 1 3 3 1.516
383 442 1 62 23 41 1 5 5 1.319
384 442 1 63 23 41 1 3 3 2.217
385 442 1 64 23 41 2 6 6 1.944
386 442 1 65 23 41 0 2 2 1.154
387 442 1 66 23 41 3 8 8 1.034
388 442 1 67 23 41 1 3 4 1.56
389 442 1 68 23 41 1 4 5 1.068
390 442 1 69 23 41 0 2 2 0.988
391 442 1 70 23 41 1 4 4 1.099
392 442 1 71 23 41 1 5 6 0.855
393 442 1 72 23 41 2 6 6 1.515
394 442 1 73 23 41 2 7 7 0.435
395 442 1 74 23 41 0 2 2 1.326
396 442 1 75 23 41 2 6 6 1.575
397 442 1 76 23 41 2 6 6 0.658
398 442 1 77 23 41 0 1 2 1.691
399 442 1 78 23 41 2 6 5 1.427
400 442 1 79 23 41 2 7 7 0.671
401 442 2 0 23 41 0 1 1 1.453
402 442 2 1 23 41 2 6 6 1.707
403 442 2 2 23 41 3 8 8 1.262
404 442 2 3 23 41 0 1 1 1.106
405 442 2 4 23 41 3 8 8 1.486
406 442 2 5 23 41 2 6 6 1.034
407 442 2 6 23 41 0 2 2 1.08
408 442 2 7 23 41 0 1 1 0.707
409 442 2 8 23 41 2 7 6 1.281
410 442 2 9 23 41 1 3 3 2.922
411 442 2 10 23 41 0 1 1 0.925
412 442 2 11 23 41 1 5 4 1.709
413 442 2 12 23 41 3 8 7 1.195
414 442 2 13 23 41 1 5 5 1.36
415 442 2 14 23 41 2 7 7 1.696
416 442 2 15 23 41 1 3 3 2.04
417 442 2 16 23 41 2 7 7 1.939
418 442 2 17 23 41 2 7 7 0.526
419 442 2 18 23 41 2 7 7 0.384
420 442 2 19 23 41 2 7 7 0.344
421 442 2 20 23 41 0 1 1 1.258
422 442 2 21 23 41 0 2 3 1.22
423 442 2 22 23 41 2 7 7 1.476
424 442 2 23 23 41 1 5 5 1.074
425 442 2 24 23 41 2 6 6 0.558
426 442 2 25 23 41 2 7 7 0.682
427 442 2 26 23 41 2 7 8 0.721
428 442 2 27 23 41 1 3 3 1.127
429 442 2 28 23 41 1 5 4 1.985
430 442 2 29 23 41 2 7 7 1.078
431 442 2 30 23 41 0 1 1 0.9
432 442 2 31 23 41 2 7 6 1.783
433 442 2 32 23 41 1 4 4 1.361
434 442 2 33 23 41 1 5 5 0.574
435 442 2 34 23 41 1 4 4 0.968
436 442 2 35 23 41 0 1 1 0.921
437 442 2 36 23 41 2 7 7 1.083
438 442 2 37 23 41 1 5 5 1.143
439 442 2 38 23 41 1 4 4 1.007
440 442 2 39 23 41 1 4 4 0.493
441 442 2 40 23 41 0 1 1 1.159
442 442 2 41 23 41 2 7 7 1.113
443 442 2 42 23 41 2 7 7 0.566
444 442 2 43 23 41 3 8 8 0.561
445 442 2 44 23 41 3 8 8 0.368
446 442 2 45 23 41 3 8 8 0.329
447 442 2 46 23 41 1 3 3 4.141
448 442 2 47 23 41 1 4 4 0.7
449 442 2 48 23 41 2 6 6 0.988
450 442 2 49 23 41 1 4 5 0.427
451 442 2 50 23 41 3 8 7 0.977
452 442 2 51 23 41 1 4 3 0.996
453 442 2 52 23 41 0 1 1 1.221
454 442 2 53 23 41 3 8 8 1.258
455 442 2 54 23 41 1 5 5 1.387
456 442 2 55 23 41 0 1 1 0.98
457 442 2 56 23 41 2 6 5 1.469
458 442 2 57 23 41 3 8 8 1.475
459 442 2 58 23 41 3 8 8 0.495
460 442 2 59 23 41 0 2 2 0.905
461 442 2 60 23 41 0 2 2 0.439
462 442 2 61 23 41 0 1 1 0.443
463 442 2 62 23 41 1 4 4 1.801
464 442 2 63 23 41 1 5 5 0.703
465 442 2 64 23 41 1 3 3 1.05
466 442 2 65 23 41 1 5 5 0.884
467 442 2 66 23 41 1 3 3 1.195
468 442 2 67 23 41 3 8 8 1.233
469 442 2 68 23 41 2 6 6 2.969
470 442 2 69 23 41 2 6 6 0.504
471 442 2 70 23 41 1 4 4 1.594
472 442 2 71 23 41 1 3 3 1.555
473 442 2 72 23 41 1 3 3 0.393
474 442 2 73 23 41 1 4 4 0.769
475 442 2 74 23 41 0 2 2 1.418
476 442 2 75 23 41 1 5 5 1.002
477 442 2 76 23 41 0 1 1 0.905
478 442 2 77 23 41 0 1 1 0.395
479 442 2 78 23 41 0 1 1 0.323
480 442 2 79 23 41 0 1 1 0.316
