datID sessionID block trial stimGlobA stimGLobB weightA correctResp resp rt
424 433 2 23 23 41 0 2 2 0.432
425 433 2 24 23 41 0 2 2 0.406
426 433 2 25 23 41 0 4 4 1.529
427 433 2 26 23 41 0 4 4 0.709
428 433 2 27 23 41 1 6 6 2.598
429 433 2 28 23 41 0 2 2 1.626
430 433 2 29 23 41 0 3 2 0.479
431 433 2 30 23 41 0 2 2 0.781
432 433 2 31 23 41 1 5 5 3.929
433 433 2 32 23 41 0 4 4 1.303
434 433 2 33 23 41 1 7 6 9.209
435 433 2 34 23 41 0 2 2 0.861
436 433 2 35 23 41 0 4 4 1.266
437 433 2 36 23 41 1 8 8 1.282
438 433 2 37 23 41 1 6 6 3.258
439 433 2 38 23 41 0 4 4 1.262
440 433 2 39 23 41 0 4 4 0.772
441 433 2 40 23 41 0 2 2 1.378
442 433 2 41 23 41 1 6 6 2.54
443 433 2 42 23 41 1 7 7 2.909
444 433 2 43 23 41 0 4 4 1.327
445 433 2 44 23 41 1 6 6 1.474
446 433 2 45 23 41 1 5 5 1.085
447 433 2 46 23 41 0 2 2 1.353
448 433 2 47 23 41 1 5 5 3.923
449 433 2 48 23 41 0 4 4 1.034
450 433 2 49 23 41 0 3 3 3.031
451 433 2 50 23 41 0 4 4 3.669
452 433 2 51 23 41 1 6 6 5.721
453 433 2 52 23 41 0 2 2 1.02
454 433 2 53 23 41 0 2 2 0.601
455 433 2 54 23 41 0 1 1 0.777
456 433 2 55 23 41 0 4 4 1.679
457 433 2 56 23 41 0 4 4 2.639
458 433 2 57 23 41 0 3 3 1.361
459 433 2 58 23 41 0 4 4 0.766
460 433 2 59 23 41 1 6 6 2.087
461 433 2 60 23 41 1 7 7 2.533
462 433 2 61 23 41 1 5 5 3.307
463 433 2 62 23 41 1 8 8 1.375
464 433 2 63 23 41 0 4 4 1.493
465 433 2 64 23 41 0 3 3 1.165
466 433 2 65 23 41 1 7 8 1.398
467 433 2 66 23 41 0 2 2 1.101
468 433 2 67 23 41 1 8 8 1.097
469 433 2 68 23 41 0 3 3 2.963
470 433 2 69 23 41 1 7 7 1.572
471 433 2 70 23 41 1 5 5 2.365
472 433 2 71 23 41 0 4 4 1.013
473 433 2 72 23 41 0 1 1 1.204
474 433 2 73 23 41 0 2 2 0.523
475 433 2 74 23 41 0 3 5 2.937
476 433 2 75 23 41 1 6 6 6.877
477 433 2 76 23 41 0 1 1 6.193
478 433 2 77 23 41 0 1 1 0.352
479 433 2 78 23 41 0 3 5 1.768
480 433 2 79 23 41 1 6 6 2.139
481 434 0 0 23 41 1 6 6 2.414
482 434 0 1 23 41 1 8 8 1.918
483 434 0 2 23 41 1 8 7 1.046
484 434 0 3 23 41 0 1 1 1.975
485 434 0 4 23 41 0 1 1 0.837
486 434 0 5 23 41 0 2 2 10.442
487 434 0 6 23 41 1 7 8 1.471
488 434 0 7 23 41 0 1 2 1.689
489 434 0 8 23 41 1 7 8 1.438
490 434 0 9 23 41 0 2 1 2.761
491 434 0 10 23 41 0 1 2 0.608
492 434 0 11 23 41 0 1 1 0.865
493 434 0 12 23 41 0 3 4 1.956
494 434 0 13 23 41 1 5 4 1.014
495 434 0 14 23 41 0 2 4 0.882
496 434 0 15 23 41 0 2 2 0.636
497 434 0 16 23 41 1 5 5 1.723
498 434 0 17 23 41 1 8 8 1.343
499 434 0 18 23 41 0 4 3 2.545
500 434 0 19 23 41 0 3 5 0.793
501 434 0 20 23 41 1 6 5 1.253
502 434 0 21 23 41 0 4 4 1.535
503 434 0 22 23 41 0 4 4 0.648
504 434 0 23 23 41 1 6 3 1.282
505 434 0 24 23 41 1 8 8 1.221
506 434 0 25 23 41 1 7 7 0.857
507 434 0 26 23 41 1 8 8 0.688
508 434 0 27 23 41 1 7 7 0.555
509 434 0 28 23 41 0 1 1 1.676
510 434 0 29 23 41 1 6 5 1.215
511 434 0 30 23 41 0 3 3 1.829
512 434 0 31 23 41 0 1 1 1.273
513 434 0 32 23 41 1 7 7 1.339
514 434 0 33 23 41 1 7 7 0.685
515 434 0 34 23 41 1 5 5 1.347
516 434 0 35 23 41 1 6 6 0.635
517 434 0 36 23 41 1 8 8 1.351
518 434 0 37 23 41 1 5 6 1.923
519 434 0 38 23 41 0 4 6 1.719
520 434 0 39 23 41 1 7 7 1.347
521 434 0 40 23 41 1 6 6 1.257
522 434 0 41 23 41 1 7 7 1.096
523 434 0 42 23 41 0 2 2 2.308
524 434 0 43 23 41 0 3 2 3.632
525 434 0 44 23 41 0 3 3 0.654
526 434 0 45 23 41 1 8 8 2.217
527 434 0 46 23 41 1 7 7 0.704
528 434 0 47 23 41 0 3 4 1.65
529 434 0 48 23 41 0 3 3 0.644
530 434 0 49 23 41 1 6 6 3.009
531 434 0 50 23 41 1 5 5 0.608
532 434 0 51 23 41 0 3 4 1.231
533 434 0 52 23 41 0 2 2 1.074
534 434 0 53 23 41 1 6 6 1.342
535 434 0 54 23 41 1 8 7 0.975
536 434 0 55 23 41 0 1 1 1.636
537 434 0 56 23 41 1 5 4 1.997
538 434 0 57 23 41 1 6 6 0.773
539 434 0 58 23 41 1 8 8 1.533
540 434 0 59 23 41 1 8 8 0.808
541 434 0 60 23 41 0 1 1 1.384
542 434 0 61 23 41 0 2 1 0.953
543 434 0 62 23 41 0 3 3 0.926
544 434 0 63 23 41 1 5 4 0.896
545 434 0 64 23 41 0 2 3 2.537
546 434 0 65 23 41 0 4 3 0.716
547 434 0 66 23 41 1 5 4 0.707
548 434 0 67 23 41 0 2 2 1.078
549 434 0 68 23 41 1 7 7 1.207
550 434 0 69 23 41 1 5 4 3.166
551 434 0 70 23 41 0 2 2 2.261
552 434 0 71 23 41 0 1 1 0.821
553 434 0 72 23 41 0 4 3 1.224
554 434 0 73 23 41 1 7 7 1.858
555 434 0 74 23 41 0 3 3 2.638
556 434 0 75 23 41 0 1 1 1.196
557 434 0 76 23 41 0 1 2 1.086
558 434 0 77 23 41 0 3 2 0.633
559 434 0 78 23 41 1 5 4 1.003
560 434 0 79 23 41 1 8 7 1.11
561 434 1 0 23 41 0 3 3 2.093
562 434 1 1 23 41 0 4 3 1.259
563 434 1 2 23 41 0 4 4 0.825
564 434 1 3 23 41 0 2 5 0.911
565 434 1 4 23 41 1 8 8 1.427
566 434 1 5 23 41 1 5 3 2.769
567 434 1 6 23 41 0 3 5 1.989
568 434 1 7 23 41 1 6 7 1.339
569 434 1 8 23 41 0 2 4 1.296
570 434 1 9 23 41 1 8 8 1.358
571 434 1 10 23 41 0 4 3 2.225
572 434 1 11 23 41 0 4 4 0.74
573 434 1 12 23 41 0 3 4 0.813
574 434 1 13 23 41 1 7 7 2.55
575 434 1 14 23 41 1 7 7 0.839
576 434 1 15 23 41 0 1 1 1.308
577 434 1 16 23 41 1 7 7 3.822
578 434 1 17 23 41 1 6 6 0.669
