datID sessionID block trial word prop resp rt
283 70 0 1 0 2 2 0.844
284 70 0 2 2 0 0 1.15
285 70 0 3 2 2 2 0.784
286 70 0 4 2 2 2 0.817
287 70 0 5 0 0 0 0.929
288 70 0 6 0 1 1 0.64
289 70 0 7 2 2 2 0.989
290 70 0 8 2 1 2 0.781
291 70 0 9 1 1 1 1.644
292 70 0 10 2 0 0 1.79
293 70 0 11 2 1 1 1.15
294 70 0 12 1 1 1 0.831
295 70 0 13 2 0 0 0.928
296 70 0 14 0 0 0 0.782
297 70 1 15 1 2 2 0.99
298 70 1 16 1 2 2 0.685
299 70 1 17 1 0 1 0.96
300 70 1 18 1 2 2 1.707
301 70 1 19 2 0 0 1.503
302 70 1 20 2 0 0 1.075
303 70 1 21 0 0 0 0.955
304 70 1 22 1 2 2 1.289
305 70 1 23 0 1 1 0.733
306 70 1 24 0 1 1 0.607
307 70 1 25 2 2 2 0.851
308 70 1 26 1 0 0 0.769
309 70 1 27 1 2 2 2.209
310 70 1 28 0 2 2 0.769
311 70 1 29 1 0 0 1.44
312 70 2 30 0 0 0 0.733
313 70 2 31 1 1 1 0.768
314 70 2 32 2 0 0 0.929
315 70 2 33 1 1 1 0.688
316 70 2 34 0 1 1 0.641
317 70 2 35 1 2 2 0.876
318 70 2 36 0 0 0 0.814
319 70 2 37 2 2 2 1.167
320 70 2 38 0 0 0 0.801
321 70 2 39 0 1 1 0.848
322 70 2 40 0 1 1 0.784
323 70 2 41 2 0 2 1.139
324 70 2 42 0 2 0 0.923
325 70 2 43 0 1 1 1.371
326 70 2 44 0 2 2 1.123
327 70 3 45 1 0 0 1.564
328 70 3 46 0 1 1 0.834
329 70 3 47 1 1 1 1.009
330 70 3 48 0 2 2 0.846
331 70 3 49 0 2 2 0.896
332 70 3 50 2 1 1 0.847
333 70 3 51 1 2 2 0.911
334 70 3 52 1 2 2 0.799
335 70 3 53 1 1 1 0.656
336 70 3 54 2 2 2 0.85
337 70 3 55 2 1 1 1.712
338 70 3 56 2 0 0 1.471
339 70 3 57 1 1 1 1.437
340 70 3 58 1 0 0 0.866
341 70 3 59 1 0 0 0.641
342 70 4 60 1 2 2 0.956
343 70 4 61 2 0 1 1.438
344 70 4 62 0 0 0 0.828
345 70 4 63 2 1 1 0.832
346 70 4 64 2 1 1 0.673
347 70 4 65 1 0 0 0.647
348 70 4 66 1 0 0 0.559
349 70 4 67 0 2 2 1.335
350 70 4 68 1 0 0 1.121
351 70 4 69 2 2 2 1.026
352 70 4 70 1 1 1 0.814
353 70 4 71 2 1 1 1.216
354 70 4 72 2 0 2 1.138
355 70 4 73 0 2 2 1.465
356 70 4 74 2 2 2 0.833
357 70 5 75 0 2 2 0.824
358 70 5 76 0 0 0 1.341
359 70 5 77 0 2 2 1.07
360 70 5 78 2 2 2 0.898
361 70 5 79 2 1 1 1.727
362 70 5 80 2 2 2 3.423
363 70 5 81 0 1 1 1.776
364 70 5 82 1 1 1 1.022
365 70 5 83 1 2 2 3.198
366 70 5 84 2 1 1 0.895
367 70 5 85 1 0 0 0.702
368 70 5 86 0 0 0 1.233
369 70 5 87 1 1 1 0.608
370 70 5 88 2 1 1 0.636
371 70 5 89 0 0 0 1.936
372 71 0 0 2 0 0 1.501
373 71 0 1 1 2 0 1.259
374 71 0 2 1 2 0 1.016
375 71 0 3 0 0 0 1.518
376 71 0 4 2 0 2 1.564
377 71 0 5 2 1 0 1.07
378 71 0 6 0 0 0 0.985
379 71 0 7 1 0 0 1.601
380 71 0 8 0 0 0 0.754
381 71 0 9 2 1 1 1.489
382 71 0 10 0 0 0 0.765
383 71 0 11 0 0 0 0.784
384 71 0 12 2 1 1 1.152
385 71 0 13 0 0 0 1.009
386 71 0 14 1 1 1 0.83
387 71 1 15 0 2 0 1.799
388 71 1 16 2 1 1 1.688
389 71 1 17 2 0 0 0.991
390 71 1 18 0 2 2 1.647
391 71 1 19 0 2 0 3.313
392 71 1 20 1 1 1 1.561
393 71 1 21 0 1 1 1.104
394 71 1 22 2 0 0 1.202
395 71 1 23 0 2 2 0.849
396 71 1 24 0 1 1 0.96
397 71 1 25 2 2 0 1.183
398 71 1 26 2 1 1 0.895
399 71 1 27 0 1 1 0.686
400 71 1 28 0 2 0 1.186
401 71 1 29 1 2 0 1.257
402 71 2 30 1 1 1 0.826
404 72 0 0 2 1 1 0.825
405 72 0 1 1 0 0 0.879
406 72 0 2 1 2 2 1.279
407 72 0 3 2 1 1 0.816
408 72 0 4 0 0 0 0.961
409 72 0 5 2 2 2 1.328
410 72 0 6 2 0 0 1.2
411 72 0 7 1 0 0 0.56
412 72 0 8 1 2 2 1.854
413 72 0 9 0 1 1 0.638
414 72 0 10 1 0 0 2.259
415 72 0 11 1 2 2 2.095
416 72 0 12 2 0 0 1.665
417 72 0 13 1 0 0 0.753
418 72 0 14 0 2 0 0.864
419 72 1 15 2 0 1 0.862
420 72 1 16 1 0 0 0.765
421 72 1 17 1 2 2 1.007
422 72 1 18 0 1 1 0.765
423 72 1 19 2 2 2 0.735
424 72 1 20 2 1 1 0.769
425 72 1 21 1 2 2 1.441
426 72 1 22 0 1 1 0.829
427 72 1 23 1 2 2 2.383
428 72 1 24 2 2 0 2.734
429 72 1 25 0 0 0 1.819
430 72 1 26 0 0 0 0.639
431 72 1 27 1 0 0 1.186
432 72 1 28 0 2 2 1.169
433 72 1 29 0 1 1 0.771
434 72 2 30 0 0 0 2.011
435 72 2 31 0 1 1 1.042
436 72 2 32 0 2 0 1.983
437 72 2 33 1 1 1 0.691
438 72 2 34 2 2 2 0.894
439 72 2 35 0 0 1 0.912
440 72 2 36 2 0 0 1.019
441 72 2 37 2 0 0 0.946
442 72 2 38 1 2 2 1.232
443 72 2 39 1 1 1 0.529
444 72 2 40 0 0 0 0.574
445 72 2 41 1 1 2 0.669
446 72 2 42 2 0 0 0.906
447 72 2 43 1 1 1 0.894
448 72 2 44 2 0 0 1.776
449 72 3 45 1 1 1 1.867
450 72 3 46 2 1 1 0.729
451 72 3 47 0 0 0 0.778
452 72 3 48 2 0 0 0.88
453 72 3 49 2 2 2 0.705
454 72 3 50 2 1 1 0.577
455 72 3 51 0 2 0 0.792
456 72 3 52 0 2 2 1.115
457 72 3 53 1 0 0 1.473
458 72 3 54 1 0 0 0.51
459 72 3 55 2 2 2 0.894
460 72 3 56 2 2 2 0.704
461 72 3 57 1 1 1 0.625
462 72 3 58 0 1 1 0.548
463 72 3 59 1 2 2 1.343
464 72 4 60 0 2 2 1.356
465 72 4 61 1 1 1 0.605
466 72 4 62 1 2 2 1.649
467 72 4 63 0 0 0 0.69
468 72 4 64 0 2 2 3.187
469 72 4 65 0 2 2 1.167
470 72 4 66 0 1 1 0.834
471 72 4 67 2 1 1 0.768
472 72 4 68 1 1 1 0.583
473 72 4 69 1 1 1 0.529
474 72 4 70 1 0 0 1.488
475 72 4 71 0 1 1 0.863
476 72 4 72 2 2 2 1.471
477 72 4 73 0 2 2 2.383
478 72 4 74 2 1 1 0.925
479 72 5 75 2 0 0 1.244
480 72 5 76 0 1 1 0.894
481 72 5 77 2 1 1 0.671
482 72 5 78 0 2 2 2.513
483 72 5 79 0 0 0 0.706
484 72 5 80 2 1 1 0.659
485 72 5 81 2 0 0 1.807
486 72 5 82 2 1 1 1.023
487 72 5 83 1 0 0 1.823
488 72 5 84 0 0 0 0.559
489 72 5 85 1 1 1 0.772
490 72 5 86 0 1 1 0.654
491 72 5 87 1 2 0 2.259
492 72 5 88 2 2 2 1.102
493 72 5 89 2 2 2 0.578
494 73 0 0 0 2 2 1.79
495 73 0 1 2 0 0 1.452
496 73 0 2 2 2 2 0.835
497 73 0 3 0 2 2 0.864
498 73 0 4 2 0 0 0.913
499 73 0 5 1 0 0 1.01
500 73 0 6 1 1 1 0.574
501 73 0 7 0 0 0 0.83
502 73 0 8 1 0 0 0.943
503 73 0 9 0 0 0 0.592
504 73 0 10 0 1 1 0.557
505 73 0 11 0 0 0 0.883
506 73 0 12 1 2 2 0.951
507 73 0 13 0 2 2 0.53
508 73 0 14 2 1 1 0.69
509 73 1 15 2 1 1 0.906
510 73 1 16 1 1 1 0.397
511 73 1 17 2 0 0 0.638
512 73 1 18 0 2 2 0.626
513 73 1 19 0 1 1 0.94
514 73 1 20 2 2 2 0.983
515 73 1 21 2 0 0 0.721
516 73 1 22 2 0 0 0.56
517 73 1 23 1 2 2 2.509
518 73 1 24 1 2 2 0.544
519 73 1 25 0 0 0 0.735
520 73 1 26 2 2 2 0.706
521 73 1 27 1 1 1 1.612
522 73 1 28 1 1 1 0.448
523 73 1 29 2 0 0 0.767
524 73 2 30 0 1 1 0.62
525 73 2 31 0 2 2 0.513
526 73 2 32 1 0 0 0.686
527 73 2 33 1 1 1 0.56
528 73 2 34 1 2 2 0.686
529 73 2 35 2 1 1 0.576
530 73 2 36 2 0 0 0.687
531 73 2 37 2 1 1 0.561
532 73 2 38 2 2 2 0.51
533 73 2 39 2 0 0 0.831
534 73 2 40 1 2 2 0.896
535 73 2 41 0 1 1 0.592
536 73 2 42 0 0 0 0.799
537 73 2 43 0 2 2 0.849
538 73 2 44 2 1 1 0.64
539 73 3 45 1 2 2 0.841
540 73 3 46 1 0 0 0.606
541 73 3 47 0 2 2 0.547
542 73 3 48 0 0 0 0.513
543 73 3 49 1 2 2 0.56
544 73 3 50 1 0 0 0.687
545 73 3 51 1 0 0 0.689
546 73 3 52 2 1 1 0.653
547 73 3 53 2 1 1 1.22
548 73 3 54 0 1 1 1.49
549 73 3 55 0 0 0 0.73
550 73 3 56 0 2 2 0.576
551 73 3 57 1 1 1 0.622
552 73 3 58 1 1 1 0.498
553 73 3 59 1 0 0 0.847
554 73 4 60 0 2 2 0.636
555 73 4 61 0 1 1 0.545
556 73 4 62 1 0 0 0.527
557 73 4 63 1 1 1 0.462
558 73 4 64 0 1 0 0.497
559 73 4 65 0 0 0 0.925
560 73 4 66 1 1 1 1.039
561 73 4 67 1 2 2 0.671
562 73 4 68 0 1 1 0.563
563 73 4 69 2 2 2 0.686
564 73 4 70 2 2 2 1.053
565 73 4 71 2 1 1 3.153
566 73 4 72 2 2 2 1.118
567 73 4 73 0 2 2 0.641
568 73 4 74 0 1 1 0.814
569 73 5 75 0 0 0 0.7
570 73 5 76 2 1 1 0.833
571 73 5 77 2 2 2 0.527
572 73 5 78 0 0 0 0.621
573 73 5 79 1 2 2 0.625
574 73 5 80 2 1 1 0.523
575 73 5 81 2 0 0 0.722
576 73 5 82 0 1 1 0.525
577 73 5 83 1 0 0 1.205
578 73 5 84 2 2 2 0.653
579 73 5 85 1 1 1 1.123
580 73 5 86 1 2 2 1.23
581 73 5 87 2 0 0 0.8
582 73 5 88 1 0 0 0.848
583 73 5 89 2 2 2 0.718
584 74 0 0 1 0 0 0.811
585 74 0 1 1 0 0 0.814
586 74 0 2 0 1 1 0.895
587 74 0 3 1 2 2 0.974
588 74 0 4 0 1 1 1.151
589 74 0 5 1 0 0 1.092
590 74 0 6 1 2 2 0.862
591 74 0 7 0 0 1 0.783
592 74 0 8 2 2 2 1.374
593 74 0 9 2 0 0 1.006
594 74 0 10 1 0 0 0.732
595 74 0 11 0 2 2 1.182
596 74 0 12 0 2 2 0.783
597 74 0 13 2 0 1 1.377
598 74 0 14 2 0 1 1.117
599 74 1 15 1 0 0 1.082
600 74 1 16 0 0 0 0.622
601 74 1 17 2 1 1 1.186
602 74 1 18 2 0 0 0.851
603 74 1 19 0 2 2 0.818
604 74 1 20 0 0 0 0.786
605 74 1 21 2 2 2 0.8
606 74 1 22 1 1 1 0.671
607 74 1 23 1 2 2 1.969
608 74 1 24 1 1 1 0.925
609 74 1 25 0 0 0 0.925
610 74 1 26 1 1 1 1.102
611 74 1 27 1 1 1 0.705
612 74 1 28 0 0 0 0.818
613 74 1 29 1 0 0 0.704
614 74 2 30 2 2 2 0.858
615 74 2 31 0 1 1 0.815
616 74 2 32 0 1 1 0.783
617 74 2 33 2 1 1 0.672
618 74 2 34 0 1 1 0.674
619 74 2 35 0 1 1 0.813
620 74 2 36 0 2 2 0.862
621 74 2 37 1 2 2 0.877
622 75 0 0 0 0 0 0.957
623 74 2 38 0 2 2 0.894
624 75 0 1 1 0 0 0.779
625 74 2 39 1 2 2 0.894
626 75 0 2 0 0 0 1.023
627 74 2 40 0 0 0 1.167
628 75 0 3 0 1 1 0.716
629 75 0 4 2 2 2 0.72
630 74 2 41 2 2 2 0.977
631 75 0 5 0 2 2 0.705
632 74 2 42 0 2 2 1.102
633 75 0 6 2 0 0 0.77
634 74 2 43 0 2 2 0.529
635 75 0 7 0 1 1 0.546
636 74 2 44 2 0 0 1.006
637 75 0 8 0 1 1 0.503
638 75 0 9 2 2 2 0.545
639 75 0 10 0 0 0 0.687
640 75 0 11 2 1 2 0.658
641 75 0 12 0 0 0 0.778
642 74 3 45 1 0 0 0.938
643 74 3 46 1 1 1 0.637
644 75 0 13 0 2 1 0.559
645 74 3 47 2 1 2 0.658
646 75 0 14 0 0 1 0.955
647 74 3 48 2 2 2 0.953
648 74 3 49 2 2 2 0.514
649 75 1 15 0 2 2 0.685
650 74 3 50 2 1 1 0.864
651 75 1 16 2 2 2 0.481
652 75 1 17 2 2 2 0.639
653 74 3 51 1 2 2 1.342
654 75 1 18 2 2 2 0.579
655 74 3 52 1 1 1 0.766
656 74 3 53 2 2 2 0.624
657 75 1 19 2 0 1 0.944
658 74 3 54 1 0 0 0.765
659 75 1 20 2 0 0 0.812
660 74 3 55 2 0 0 0.55
661 75 1 21 2 1 1 0.703
662 75 1 22 2 0 0 0.546
663 74 3 56 2 1 1 1.28
664 75 1 23 1 2 2 0.717
665 74 3 57 0 2 2 0.927
666 74 3 58 1 2 2 0.733
667 75 1 24 1 0 1 0.737
668 74 3 59 0 1 1 0.865
669 75 1 25 0 2 2 0.704
670 75 1 26 2 0 0 0.72
671 75 1 27 0 0 0 0.723
672 75 1 28 1 1 1 0.547
673 75 1 29 2 1 1 0.639
674 74 4 60 1 0 0 1.838
675 74 4 61 2 0 0 0.525
676 75 2 30 0 0 0 0.781
677 74 4 62 0 0 0 0.66
678 75 2 31 1 2 2 0.655
679 74 4 63 2 0 0 0.749
680 75 2 32 1 2 2 0.683
681 74 4 64 0 0 0 0.737
682 75 2 33 2 2 2 0.672
683 74 4 65 0 2 2 0.786
684 75 2 34 1 2 2 0.562
685 74 4 66 0 1 1 0.641
686 75 2 35 2 2 2 0.59
687 74 4 67 2 2 2 0.797
688 75 2 36 1 0 1 0.532
689 74 4 68 1 1 1 0.755
690 74 4 69 1 1 1 0.526
691 75 2 37 1 1 1 0.626
692 75 2 38 1 2 2 0.569
693 74 4 70 0 0 0 0.677
694 75 2 39 1 2 2 0.672
695 74 4 71 1 2 2 0.91
696 75 2 40 2 0 0 0.61
697 74 4 72 0 1 1 1.053
698 75 2 41 1 0 0 0.556
699 75 2 42 0 0 0 0.531
700 74 4 73 2 2 2 1.617
701 75 2 43 2 1 1 0.655
702 74 4 74 2 1 1 0.777
703 75 2 44 1 2 2 0.513
704 75 3 45 2 2 2 0.508
705 75 3 46 1 1 1 0.636
706 74 5 75 2 2 0 1.07
707 75 3 47 0 1 1 0.498
708 75 3 48 1 1 1 0.525
709 74 5 76 0 1 2 0.89
710 75 3 49 2 0 0 0.653
711 74 5 77 1 2 2 1.467
712 75 3 50 2 1 2 0.512
713 74 5 78 1 1 1 0.433
714 75 3 51 0 2 2 0.715
715 74 5 79 2 1 1 0.704
716 75 3 52 2 1 1 0.496
717 74 5 80 2 1 1 0.77
718 75 3 53 1 1 1 0.543
719 74 5 81 2 0 0 0.754
720 75 3 54 1 2 2 0.694
721 74 5 82 1 0 0 0.602
722 75 3 55 2 0 0 0.638
723 74 5 83 1 2 2 0.899
724 75 3 56 1 0 0 0.53
725 74 5 84 0 0 0 0.864
726 75 3 57 0 1 1 0.623
727 75 3 58 1 0 0 0.716
728 74 5 85 2 1 1 0.975
729 74 5 86 2 1 1 0.591
730 75 3 59 0 0 0 0.609
731 74 5 87 2 0 0 0.868
732 74 5 88 1 1 1 0.785
733 74 5 89 0 2 2 0.785
734 75 4 60 0 0 0 0.487
735 75 4 61 2 0 0 0.433
736 75 4 62 1 0 0 0.462
737 75 4 63 2 0 0 0.575
738 75 4 64 1 0 0 0.559
739 75 4 65 0 2 2 0.581
740 75 4 66 2 1 1 0.576
741 75 4 67 0 1 1 0.62
742 75 4 68 1 1 1 0.433
743 75 4 69 1 1 1 0.56
744 75 4 70 1 0 0 0.687
745 75 4 71 2 2 2 0.529
746 75 4 72 2 1 0 0.687
747 75 4 73 2 1 1 0.553
748 75 4 74 0 2 0 0.578
749 75 5 75 0 2 2 0.811
750 75 5 76 2 2 2 0.51
751 75 5 77 2 1 1 0.591
752 75 5 78 0 2 0 0.829
753 75 5 79 1 1 1 0.716
754 75 5 80 0 1 1 0.613
755 75 5 81 0 2 2 0.555
756 75 5 82 1 2 1 0.777
757 75 5 83 1 2 2 0.666
758 75 5 84 1 0 0 0.607
759 75 5 85 1 1 1 0.65
760 75 5 86 0 1 0 0.64
761 75 5 87 0 1 1 0.631
762 75 5 88 1 1 1 0.461
763 75 5 89 0 1 1 0.56
