datID sessionID task diff block trial bigL smallL resp rt
635 61 1 2 0 10 0 0 0 0.943
636 61 1 2 0 11 1 0 0 0.958
637 61 1 2 0 12 0 0 0 0.846
638 61 1 2 0 13 1 0 0 1.42
639 61 1 2 0 14 0 1 1 0.57
640 61 1 2 0 15 0 0 0 0.799
641 61 1 2 0 16 0 0 0 1.152
642 61 1 2 0 17 1 0 1 0.978
643 61 1 2 0 18 1 1 1 0.761
644 61 1 2 0 19 0 1 1 0.846
645 60 1 2 0 0 1 0 0 1.831
646 60 1 2 0 1 0 0 0 1.12
647 60 1 2 0 2 0 1 1 1.146
648 60 1 2 0 3 0 1 1 0.895
649 60 1 2 0 4 1 1 1 1.548
650 60 1 2 0 5 1 0 0 0.783
651 60 1 2 0 6 0 0 0 1.219
652 60 1 2 0 7 0 1 1 0.745
653 60 1 2 0 8 1 1 1 0.83
654 60 1 2 0 9 1 0 0 0.715
655 60 1 2 0 10 0 1 1 0.815
656 60 1 2 0 11 0 0 0 0.722
657 60 1 2 0 12 1 0 0 1.002
658 61 0 1 0 0 1 0 1 2.411
659 60 1 2 0 13 0 0 0 0.64
660 60 1 2 0 14 0 1 1 0.633
661 61 0 1 0 1 1 1 1 0.831
662 60 1 2 0 15 1 0 0 0.539
663 61 0 1 0 2 0 1 0 0.816
664 60 1 2 0 16 1 1 1 0.972
665 61 0 1 0 3 0 0 0 0.75
666 60 1 2 0 17 0 0 0 0.563
667 61 0 1 0 4 0 0 0 0.638
668 60 1 2 0 18 1 1 1 0.684
669 61 0 1 0 5 0 1 0 0.705
670 61 0 1 0 6 1 0 1 0.666
671 60 1 2 0 19 1 1 0 0.702
672 61 0 1 0 7 0 1 0 0.711
673 61 0 1 0 8 1 0 1 0.797
674 61 0 1 0 9 1 1 1 0.706
675 61 0 1 0 10 0 0 0 1.085
676 61 0 1 0 11 0 0 0 0.625
677 61 0 1 0 12 1 1 1 0.619
678 61 0 1 0 13 1 0 1 0.799
679 61 0 1 0 14 0 1 0 0.986
680 61 0 1 0 15 1 1 1 0.747
681 61 0 1 0 16 1 1 1 0.67
682 61 0 1 0 17 1 0 1 0.648
683 61 0 1 0 18 0 1 0 0.638
684 61 0 1 0 19 0 0 0 0.577
685 60 1 1 0 0 1 1 1 1.095
686 60 1 1 0 1 0 0 0 0.638
687 60 1 1 0 2 1 1 1 0.89
688 60 1 1 0 3 0 0 0 1.212
689 60 1 1 0 4 0 1 1 0.622
690 60 1 1 0 5 1 0 0 0.665
691 60 1 1 0 6 0 0 0 0.701
692 60 1 1 0 7 0 1 1 0.594
693 60 1 1 0 8 0 1 1 0.541
694 60 1 1 0 9 0 1 1 0.748
695 60 1 1 0 10 1 1 1 0.863
696 60 1 1 0 11 1 0 0 0.654
697 60 1 1 0 12 0 0 0 0.562
698 60 1 1 0 13 1 1 1 0.653
699 60 1 1 0 14 1 0 0 0.617
700 61 1 0 0 0 0 1 1 6.313
701 60 1 1 0 15 0 1 1 0.736
702 60 1 1 0 16 1 0 0 0.631
703 61 1 0 0 1 0 0 1 1.008
704 60 1 1 0 17 1 0 0 0.782
705 60 1 1 0 18 1 1 1 0.622
706 60 1 1 0 19 0 0 0 0.667
707 61 1 0 0 2 1 1 1 2.265
708 61 1 0 0 3 1 0 1 0.842
709 61 1 0 0 4 1 0 0 1.513
710 61 1 0 0 5 1 0 0 1.134
711 61 1 0 0 6 1 1 1 0.858
712 61 1 0 0 7 1 1 1 0.86
713 61 1 0 0 8 1 0 0 0.62
714 61 1 0 0 9 1 1 1 0.671
715 61 1 0 0 10 0 1 1 1.219
716 61 1 0 0 11 0 0 0 0.698
717 61 1 0 0 12 0 1 1 0.735
718 61 1 0 0 13 0 1 1 0.607
719 61 1 0 0 14 1 1 1 0.554
720 61 1 0 0 15 0 0 0 0.672
721 61 1 0 0 16 1 0 0 0.555
722 61 1 0 0 17 0 0 0 0.593
723 61 1 0 0 18 0 0 0 0.572
724 61 1 0 0 19 0 1 1 0.587
725 61 0 0 0 0 1 0 1 2.906
726 61 0 0 0 1 0 1 0 0.735
727 61 0 0 0 2 0 0 0 0.559
728 61 0 0 0 3 0 0 0 0.683
729 61 0 0 0 4 1 1 1 0.607
730 61 0 0 0 5 0 1 0 0.756
731 61 0 0 0 6 1 0 0 1.305
732 61 0 0 0 7 1 1 1 0.759
733 61 0 0 0 8 0 0 0 0.765
734 61 0 0 0 9 0 1 0 0.923
735 61 0 0 0 10 0 0 0 0.701
736 61 0 0 0 11 0 1 0 0.688
737 61 0 0 0 12 1 0 1 0.826
738 61 0 0 0 13 1 1 1 0.604
739 61 0 0 0 14 1 0 1 0.832
740 61 0 0 0 15 0 0 0 0.558
741 61 0 0 0 16 0 1 0 0.797
742 61 0 0 0 17 1 0 1 0.926
743 61 0 0 0 18 1 1 0 0.764
744 61 0 0 0 19 1 1 1 0.699
745 62 0 1 0 0 1 1 1 1.044
746 62 0 1 0 1 1 0 1 0.911
747 62 0 1 0 2 0 0 0 0.668
748 62 0 1 0 3 1 0 1 0.417
749 62 0 1 0 4 0 0 0 0.35
750 62 0 1 0 5 0 1 1 0.336
751 62 0 1 0 6 1 1 1 0.614
752 62 0 1 0 7 0 1 1 0.543
753 62 0 1 0 8 1 1 1 0.601
754 62 0 1 0 9 0 1 0 0.743
755 62 0 1 0 10 1 0 1 0.732
756 62 0 1 0 11 0 0 0 0.511
757 62 0 1 0 12 1 1 1 0.509
758 62 0 1 0 13 0 0 0 0.504
759 62 0 1 0 14 1 0 0 0.663
760 62 0 1 0 15 0 1 0 0.749
761 62 0 1 0 16 0 1 0 0.669
762 62 0 1 0 17 1 1 1 0.592
763 62 0 1 0 18 1 0 1 0.926
764 62 0 1 0 19 0 0 0 0.571
765 62 0 0 0 0 1 1 1 0.696
766 62 0 0 0 1 0 0 0 0.491
767 62 0 0 0 2 0 1 1 0.523
768 62 0 0 0 3 0 1 0 0.632
769 62 0 0 0 4 1 1 1 0.557
770 62 0 0 0 5 0 0 0 0.795
771 62 0 0 0 6 0 0 0 0.556
772 62 0 0 0 7 0 1 1 0.539
773 62 0 0 0 8 0 1 0 0.937
774 62 0 0 0 9 1 1 1 0.775
775 62 0 0 0 10 1 0 0 0.492
776 62 0 0 0 11 0 0 0 0.647
777 62 0 0 0 12 1 1 1 0.589
778 62 0 0 0 13 0 1 0 0.602
779 62 0 0 0 14 1 1 1 0.592
780 62 0 0 0 15 1 0 0 0.476
781 62 0 0 0 16 1 0 1 1.256
782 62 0 0 0 17 1 0 1 0.508
783 62 0 0 0 18 1 0 1 0.42
784 62 0 0 0 19 0 0 1 0.447
785 62 1 0 0 0 0 1 0 0.712
786 62 1 0 0 1 0 0 0 0.619
787 62 1 0 0 2 0 0 0 0.572
788 62 1 0 0 3 0 1 1 0.609
789 62 1 0 0 4 0 0 0 0.717
790 62 1 0 0 5 1 0 1 0.815
791 62 1 0 0 6 0 0 0 0.916
792 62 1 0 0 7 0 0 1 1.043
793 62 1 0 0 8 1 1 1 0.73
794 62 1 0 0 9 1 0 0 1.166
795 62 1 0 0 10 1 0 0 0.847
796 62 1 0 0 11 1 0 0 0.877
797 62 1 0 0 12 1 1 1 0.606
798 62 1 0 0 13 1 0 0 0.763
799 62 1 0 0 14 1 1 1 0.494
800 62 1 0 0 15 0 1 0 0.445
801 62 1 0 0 16 0 1 1 0.807
802 62 1 0 0 17 1 1 1 0.573
803 62 1 0 0 18 0 1 1 0.86
804 62 1 0 0 19 1 1 1 0.701
805 62 0 2 0 0 1 0 1 0.807
806 62 0 2 0 1 1 0 0 0.712
807 62 0 2 0 2 0 1 0 1.388
808 62 0 2 0 3 1 1 0 0.956
809 62 0 2 0 4 1 0 1 1.657
810 62 0 2 0 5 1 1 0 1.1
811 62 0 2 0 6 1 1 0 1.094
812 62 0 2 0 7 0 0 1 2.123
813 62 0 2 0 8 0 0 0 1.659
814 62 0 2 0 9 0 0 0 0.798
815 62 0 2 0 10 1 1 1 1.02
816 62 0 2 0 11 0 1 0 0.85
817 62 0 2 0 12 0 0 0 1.102
818 62 0 2 0 13 0 1 1 1.399
819 62 0 2 0 14 0 1 0 1.742
820 62 0 2 0 15 0 1 0 0.846
821 62 0 2 0 16 1 0 1 1.087
822 62 0 2 0 17 1 0 1 1.114
823 62 0 2 0 18 1 1 1 1.054
824 62 0 2 0 19 0 0 1 1.499
825 62 1 1 0 0 0 1 1 1.159
826 62 1 1 0 1 1 1 1 0.732
827 62 1 1 0 2 0 0 0 0.541
828 62 1 1 0 3 1 0 0 0.602
829 62 1 1 0 4 0 1 1 0.53
830 62 1 1 0 5 0 1 1 0.508
831 62 1 1 0 6 1 0 0 0.652
832 62 1 1 0 7 1 0 0 0.544
833 62 1 1 0 8 1 1 1 0.555
834 62 1 1 0 9 1 0 0 0.715
835 62 1 1 0 10 0 0 0 0.525
836 62 1 1 0 11 0 0 0 0.554
837 62 1 1 0 12 0 1 1 0.514
838 62 1 1 0 13 1 1 0 0.557
839 62 1 1 0 14 1 0 0 0.569
840 62 1 1 0 15 0 1 1 0.496
841 62 1 1 0 16 1 1 1 0.654
842 62 1 1 0 17 0 0 0 0.632
843 62 1 1 0 18 0 0 0 0.573
844 62 1 1 0 19 1 1 1 0.683
845 62 1 2 0 0 0 0 0 1.398
846 62 1 2 0 1 0 0 0 0.639
847 62 1 2 0 2 0 1 1 0.523
848 62 1 2 0 3 0 0 0 0.716
849 62 1 2 0 4 1 0 1 0.527
850 62 1 2 0 5 0 1 1 0.92
851 62 1 2 0 6 0 0 0 0.521
852 62 1 2 0 7 1 0 1 0.594
853 62 1 2 0 8 0 1 1 0.697
854 62 1 2 0 9 1 1 1 1.646
855 62 1 2 0 10 1 1 1 0.814
856 62 1 2 0 11 0 0 0 0.637
857 62 1 2 0 12 1 0 0 0.688
858 62 1 2 0 13 1 1 1 0.602
859 62 1 2 0 14 1 1 1 0.529
860 62 1 2 0 15 1 0 0 0.556
861 62 1 2 0 16 1 1 1 0.603
862 62 1 2 0 17 0 1 1 0.496
863 62 1 2 0 18 1 0 0 0.606
864 62 1 2 0 19 0 1 1 0.546
865 77 1 0 0 0 1 1 1 1.038
866 77 1 0 0 1 1 1 1 0.629
867 77 1 0 0 2 0 0 0 0.451
868 77 1 0 0 3 0 0 0 0.473
869 77 1 0 0 4 1 0 0 0.659
870 77 1 0 0 5 1 0 0 0.598
871 77 1 0 0 6 0 1 1 0.425
872 77 1 0 0 7 0 1 1 0.807
873 77 1 0 0 8 1 0 0 0.599
874 77 1 0 0 9 1 0 0 0.505
875 77 1 0 0 10 1 1 1 0.364
876 77 1 0 0 11 0 1 1 0.684
877 77 1 0 0 12 0 0 0 0.554
878 77 1 0 0 13 0 1 1 0.491
879 77 1 0 0 14 0 1 1 0.484
880 77 1 0 0 15 0 0 0 0.441
881 77 1 0 0 16 0 1 1 0.692
882 77 1 0 0 17 1 1 1 0.55
883 77 1 0 0 18 1 1 1 0.441
884 77 1 0 0 19 0 1 1 0.647
885 77 1 0 0 20 1 1 1 0.617
886 77 1 0 0 21 0 0 0 0.506
887 77 1 0 0 22 0 0 0 0.597
888 77 1 0 0 23 1 1 0 0.441
889 77 1 0 0 24 1 1 1 0.321
890 77 1 0 0 25 0 0 0 0.331
891 77 1 0 0 26 0 1 1 0.584
892 77 1 0 0 27 0 0 0 0.456
893 77 1 0 0 28 1 0 0 0.628
894 77 1 0 0 29 1 0 0 0.551
895 77 1 0 0 30 0 0 0 0.408
896 77 1 0 0 31 0 0 0 0.597
897 77 1 0 0 32 0 1 1 0.694
898 77 1 0 0 33 0 0 0 0.583
899 77 1 0 0 34 1 0 0 0.521
900 77 1 0 0 35 1 1 1 0.564
901 77 1 0 0 36 1 0 0 0.359
902 77 1 0 0 37 1 1 1 0.421
903 77 1 0 0 38 0 1 1 0.335
904 77 1 0 0 39 1 0 0 0.385
905 77 1 0 0 40 0 0 0 0.361
906 77 1 0 0 41 0 1 1 0.375
907 77 1 0 0 42 1 1 1 0.455
908 77 1 0 0 43 0 0 0 0.299
909 77 1 0 0 44 0 0 0 0.311
910 77 1 0 0 45 0 0 0 0.326
911 77 1 0 0 46 1 1 1 0.392
912 77 1 0 0 47 0 1 1 0.288
913 77 1 0 0 48 1 1 0 0.251
914 77 1 0 0 49 0 0 0 0.464
915 77 1 0 1 50 1 0 0 0.707
916 77 1 0 1 51 0 1 1 0.294
917 77 1 0 1 52 1 0 0 0.437
918 77 1 0 1 53 0 1 1 0.297
919 77 1 0 1 54 1 0 1 0.28
920 77 1 0 1 55 0 1 1 0.452
921 77 1 0 1 56 1 1 1 0.298
922 77 1 0 1 57 1 0 0 0.311
923 77 1 0 1 58 1 1 1 0.312
924 77 1 0 1 59 1 0 0 0.407
925 77 1 0 1 60 1 0 0 0.485
926 77 1 0 1 61 0 0 0 0.281
927 77 1 0 1 62 1 0 0 0.313
928 77 1 0 1 63 1 0 0 0.458
929 77 1 0 1 64 1 0 0 0.44
930 77 1 0 1 65 1 1 1 0.27
931 77 1 0 1 66 1 1 1 0.266
932 77 1 0 1 67 0 0 0 0.375
933 77 1 0 1 68 1 0 0 0.406
934 77 1 0 1 69 0 0 0 0.3
935 77 1 0 1 70 1 0 0 0.265
936 77 1 0 1 71 0 1 1 0.294
937 77 1 0 1 72 0 0 0 0.423
938 77 1 0 1 73 1 1 1 0.268
939 77 1 0 1 74 1 1 1 0.33
940 77 1 0 1 75 1 1 1 0.407
941 77 1 0 1 76 1 0 1 0.199
942 77 1 0 1 77 1 0 0 0.437
943 77 1 0 1 78 0 0 0 0.25
944 77 1 0 1 79 0 0 0 0.264
945 77 1 0 1 80 1 1 1 0.441
946 77 1 0 1 81 1 1 1 0.487
947 77 1 0 1 82 1 1 1 0.298
948 77 1 0 1 83 0 1 1 0.312
949 77 1 0 1 84 0 1 1 0.395
950 77 1 0 1 85 1 0 0 0.377
951 77 1 0 1 86 1 1 1 0.325
952 77 1 0 1 87 0 0 0 0.439
953 77 1 0 1 88 0 1 1 0.268
954 77 1 0 1 89 0 1 1 0.282
955 77 1 0 1 90 0 0 0 0.328
956 77 1 0 1 91 0 1 1 0.327
957 77 1 0 1 92 0 0 0 0.391
958 77 1 0 1 93 0 1 1 0.404
959 77 1 0 1 94 0 1 1 0.284
960 77 1 0 1 95 0 1 1 0.232
961 77 1 0 1 96 1 0 0 0.344
962 77 1 0 1 97 1 1 1 0.326
963 77 1 0 1 98 0 1 1 0.409
964 77 1 0 1 99 1 0 0 0.389
965 77 0 1 0 0 0 1 0 0.879
966 77 0 1 0 1 0 1 0 0.327
967 77 0 1 0 2 0 1 0 0.376
968 77 0 1 0 3 1 1 1 0.436
969 77 0 1 0 4 0 0 0 0.36
970 77 0 1 0 5 1 0 1 0.406
971 77 0 1 0 6 1 0 0 0.285
972 77 0 1 0 7 0 0 0 0.359
973 77 0 1 0 8 0 0 0 0.406
974 77 0 1 0 9 1 1 1 0.284
975 77 0 1 0 10 0 0 0 0.297
976 77 0 1 0 11 1 0 1 0.456
977 77 0 1 0 12 0 0 0 0.516
978 77 0 1 0 13 0 1 0 0.503
979 77 0 1 0 14 1 1 1 0.283
980 77 0 1 0 15 1 0 1 0.455
981 77 0 1 0 16 1 0 1 0.427
982 77 0 1 0 17 1 1 1 0.406
983 77 0 1 0 18 1 1 1 0.661
984 77 0 1 0 19 0 0 0 0.391
985 77 0 1 0 20 1 1 1 0.694
986 77 0 1 0 21 0 1 0 0.486
987 77 0 1 0 22 0 1 0 0.643
988 77 0 1 0 23 1 1 1 0.502
989 77 0 1 0 24 0 1 1 0.393
990 77 0 1 0 25 1 0 1 0.403
991 77 0 1 0 26 0 0 0 0.281
992 77 0 1 0 27 0 0 0 0.391
993 77 0 1 0 28 0 1 0 0.47
994 77 0 1 0 29 0 0 0 0.346
995 77 0 1 0 30 1 1 1 0.406
996 77 0 1 0 31 1 1 1 0.518
997 77 0 1 0 32 0 1 0 0.394
998 77 0 1 0 33 1 1 1 0.534
999 77 0 1 0 34 1 0 0 0.361
1000 77 0 1 0 35 0 0 0 0.643
1001 77 0 1 0 36 1 0 1 0.455
1002 77 0 1 0 37 0 1 0 0.533
1003 77 0 1 0 38 1 1 1 0.407
1004 77 0 1 0 39 1 1 1 0.469
1005 77 0 1 0 40 1 0 0 0.28
1006 77 0 1 0 41 0 0 0 0.356
1007 77 0 1 0 42 0 1 0 0.47
1008 77 0 1 0 43 0 1 0 0.411
1009 77 0 1 0 44 0 0 0 0.325
1010 77 0 1 0 45 0 1 0 0.379
1011 77 0 1 0 46 1 1 1 0.406
1012 77 0 1 0 47 1 0 0 0.439
1013 77 0 1 0 48 1 0 1 0.514
1014 77 0 1 0 49 1 0 1 0.421
1015 77 0 1 1 50 1 1 1 0.534
1016 77 0 1 1 51 1 0 0 0.344
1017 77 0 1 1 52 1 0 1 0.564
1018 77 0 1 1 53 1 1 1 0.262
1019 77 0 1 1 54 1 1 1 0.343
1020 77 0 1 1 55 1 1 1 0.456
1021 77 0 1 1 56 0 0 0 0.438
1022 77 0 1 1 57 0 0 0 0.38
1023 77 0 1 1 58 0 0 0 0.393
1024 77 0 1 1 59 0 0 0 0.489
1025 77 0 1 1 60 0 1 0 0.474
1026 77 0 1 1 61 0 1 0 0.485
1027 77 0 1 1 62 1 0 1 0.408
1028 77 0 1 1 63 1 1 1 0.439
1029 77 0 1 1 64 1 0 1 0.54
1030 77 0 1 1 65 0 0 0 0.615
1031 77 0 1 1 66 0 0 0 0.329
1032 77 0 1 1 67 1 1 1 0.409
1033 77 0 1 1 68 1 0 1 0.567
1034 77 0 1 1 69 0 0 0 0.345
1035 77 0 1 1 70 1 0 1 0.456
1036 77 0 1 1 71 0 1 0 0.38
1037 77 0 1 1 72 1 1 1 0.359
1038 77 0 1 1 73 0 0 0 0.455
1039 77 0 1 1 74 1 0 1 0.204
1040 77 0 1 1 75 0 1 0 0.377
1041 77 0 1 1 76 0 0 0 0.374
1042 77 0 1 1 77 0 1 0 0.518
1043 77 0 1 1 78 1 0 0 0.329
1044 77 0 1 1 79 0 1 1 0.355
1045 77 0 1 1 80 1 0 1 0.515
1046 77 0 1 1 81 1 1 1 0.297
1047 77 0 1 1 82 1 0 1 0.506
1048 77 0 1 1 83 1 1 1 0.469
1049 77 0 1 1 84 0 1 0 0.521
1050 77 0 1 1 85 0 1 0 0.299
1051 77 0 1 1 86 0 1 0 0.408
1052 77 0 1 1 87 0 0 0 0.453
1053 77 0 1 1 88 1 1 1 0.441
1054 77 0 1 1 89 0 0 0 0.517
1055 77 0 1 1 90 0 1 0 0.344
1056 77 0 1 1 91 1 1 1 0.487
1057 77 0 1 1 92 0 0 1 0.363
1058 77 0 1 1 93 1 0 1 0.563
1059 77 0 1 1 94 1 1 1 0.344
1060 77 0 1 1 95 0 0 0 0.375
1061 77 0 1 1 96 0 1 0 0.487
1062 77 0 1 1 97 0 1 0 0.314
1063 77 0 1 1 98 1 0 1 0.376
1064 77 0 1 1 99 1 0 1 0.334
1065 77 0 0 0 0 0 0 0 0.575
1066 77 0 0 0 1 0 0 0 0.343
1067 77 0 0 0 2 0 1 0 0.408
1068 77 0 0 0 3 1 1 1 0.406
1069 77 0 0 0 4 0 0 0 0.551
1070 77 0 0 0 5 0 0 0 0.266
1071 77 0 0 0 6 0 1 0 0.41
1072 77 0 0 0 7 0 1 0 0.28
1073 77 0 0 0 8 0 1 0 0.282
1074 77 0 0 0 9 1 1 0 0.232
1075 77 0 0 0 10 0 0 0 0.334
1076 77 0 0 0 11 0 1 0 0.426
1077 77 0 0 0 12 1 0 1 0.5
1078 77 0 0 0 13 1 0 1 0.41
1079 77 0 0 0 14 0 0 0 0.344
1080 77 0 0 0 15 0 1 1 0.376
1081 77 0 0 0 16 1 0 0 0.323
1082 77 0 0 0 17 1 0 1 0.399
1083 77 0 0 0 18 1 0 1 0.296
1084 77 0 0 0 19 0 0 0 0.403
1085 77 0 0 0 20 1 1 0 0.265
1086 77 0 0 0 21 1 0 0 0.277
1087 77 0 0 0 22 1 1 1 0.483
1088 77 0 0 0 23 0 1 0 0.408
1089 77 0 0 0 24 1 1 1 0.471
1090 77 0 0 0 25 1 0 0 0.405
1091 77 0 0 0 26 0 0 0 0.449
1092 77 0 0 0 27 1 0 1 0.488
1093 77 0 0 0 28 1 1 1 0.484
1094 77 0 0 0 29 1 1 1 0.282
1095 77 0 0 0 30 1 1 1 0.329
1096 77 0 0 0 31 1 1 1 0.427
1097 77 0 0 0 32 1 0 1 0.519
1098 77 0 0 0 33 0 1 0 0.377
1099 77 0 0 0 34 1 1 1 0.488
1100 77 0 0 0 35 0 1 0 0.453
1101 77 0 0 0 36 1 0 1 0.507
1102 77 0 0 0 37 1 1 1 0.438
1103 77 0 0 0 38 0 0 0 0.38
1104 77 0 0 0 39 0 1 0 0.424
1105 77 0 0 0 40 0 0 0 0.487
1106 77 0 0 0 41 1 1 1 0.379
1107 77 0 0 0 42 1 0 1 0.407
1108 77 0 0 0 43 0 0 0 0.469
1109 77 0 0 0 44 1 0 0 0.266
1110 77 0 0 0 45 0 1 0 0.686
1111 77 0 0 0 46 0 0 0 0.363
1112 77 0 0 0 47 0 0 0 0.36
1113 77 0 0 0 48 0 0 0 0.39
1114 77 0 0 0 49 1 0 1 0.488
1115 77 0 0 1 50 1 0 1 0.402
1116 77 0 0 1 51 0 1 0 0.426
1117 77 0 0 1 52 0 1 0 0.44
1118 77 0 0 1 53 0 1 0 0.358
1119 77 0 0 1 54 0 0 0 0.359
1120 77 0 0 1 55 1 1 1 0.369
1121 77 0 0 1 56 0 1 0 0.394
1122 77 0 0 1 57 1 1 1 0.342
1123 77 0 0 1 58 0 1 1 0.318
1124 77 0 0 1 59 1 0 1 0.394
1125 77 0 0 1 60 1 1 1 0.343
1126 77 0 0 1 61 1 0 0 0.472
1127 77 0 0 1 62 1 1 1 0.275
1128 77 0 0 1 63 1 0 1 0.422
1129 77 0 0 1 64 0 1 0 0.42
1130 77 0 0 1 65 0 0 0 0.251
1131 77 0 0 1 66 1 0 0 0.315
1132 77 0 0 1 67 1 1 1 0.325
1133 77 0 0 1 68 1 1 1 0.309
1134 77 0 0 1 69 1 0 1 0.518
1135 77 0 0 1 70 1 1 1 0.248
1136 77 0 0 1 71 0 0 0 0.378
1137 77 0 0 1 72 1 1 1 0.472
1138 77 0 0 1 73 0 0 0 0.405
1139 77 0 0 1 74 1 0 1 0.237
1140 77 0 0 1 75 1 0 0 0.379
1141 77 0 0 1 76 1 1 1 0.292
1142 77 0 0 1 77 0 1 0 0.382
1143 77 0 0 1 78 0 1 0 0.376
1144 77 0 0 1 79 0 0 0 0.376
1145 77 0 0 1 80 0 1 0 0.553
1146 77 0 0 1 81 0 1 0 0.299
1147 77 0 0 1 82 1 1 1 0.376
1148 77 0 0 1 83 1 0 1 0.438
1149 77 0 0 1 84 0 1 0 0.363
1150 77 0 0 1 85 1 1 1 0.393
1151 77 0 0 1 86 0 1 0 0.375
1152 77 0 0 1 87 0 0 0 0.488
1153 77 0 0 1 88 1 1 1 0.347
1154 77 0 0 1 89 0 1 0 0.377
1155 77 0 0 1 90 0 1 0 0.538
1156 77 0 0 1 91 1 0 1 0.534
1157 77 0 0 1 92 1 0 1 0.379
1158 77 0 0 1 93 0 0 0 0.408
1159 77 0 0 1 94 0 0 0 0.488
1160 77 0 0 1 95 0 0 0 0.284
1161 77 0 0 1 96 1 0 1 0.458
1162 77 0 0 1 97 0 0 0 0.407
1163 77 0 0 1 98 1 1 1 0.237
1164 77 0 0 1 99 0 0 0 0.297
1165 77 0 2 0 0 1 0 1 0.87
1166 77 0 2 0 1 1 1 1 0.499
1167 77 0 2 0 2 1 1 1 0.423
1168 77 0 2 0 3 1 1 1 0.535
1169 77 0 2 0 4 1 0 0 0.442
1170 77 0 2 0 5 1 0 1 0.338
1171 77 0 2 0 6 0 1 0 0.479
1172 77 0 2 0 7 0 1 0 0.392
1173 77 0 2 0 8 0 1 0 0.456
1174 77 0 2 0 9 0 0 0 0.545
1175 77 0 2 0 10 1 0 1 0.471
1176 77 0 2 0 11 0 0 0 0.427
1177 77 0 2 0 12 1 0 1 0.454
1178 77 0 2 0 13 1 1 1 0.586
1179 77 0 2 0 14 1 1 1 0.617
1180 77 0 2 0 15 1 0 1 0.505
1181 77 0 2 0 16 0 0 0 0.45
1182 77 0 2 0 17 0 0 0 0.408
1183 77 0 2 0 18 1 1 1 0.512
1184 77 0 2 0 19 1 0 1 0.486
1185 77 0 2 0 20 1 0 1 0.441
1186 77 0 2 0 21 1 1 1 0.484
1187 77 0 2 0 22 0 0 0 0.408
1188 77 0 2 0 23 0 1 0 0.486
1189 77 0 2 0 24 0 0 0 0.313
1190 77 0 2 0 25 0 1 0 0.439
1191 77 0 2 0 26 0 1 0 0.5
1192 77 0 2 0 27 0 1 0 0.423
1193 77 0 2 0 28 0 1 0 0.501
1194 77 0 2 0 29 0 0 0 0.408
1195 77 0 2 0 30 0 1 0 0.486
1196 77 0 2 0 31 1 1 1 0.426
1197 77 0 2 0 32 1 0 1 0.759
1198 77 0 2 0 33 1 0 1 0.503
1199 77 0 2 0 34 0 0 0 0.458
1200 77 0 2 0 35 0 0 0 0.485
1201 77 0 2 0 36 0 0 0 0.425
1202 77 0 2 0 37 0 1 0 0.567
1203 77 0 2 0 38 0 1 0 0.377
1204 77 0 2 0 39 1 1 1 0.566
1205 77 0 2 0 40 1 1 1 0.44
1206 77 0 2 0 41 0 0 0 0.532
1207 77 0 2 0 42 1 1 1 0.62
1208 77 0 2 0 43 1 0 1 0.836
1209 77 0 2 0 44 0 0 0 0.612
1210 77 0 2 0 45 0 1 0 0.615
1211 77 0 2 0 46 1 1 1 0.455
1212 77 0 2 0 47 1 0 1 0.565
1213 77 0 2 0 48 1 0 1 0.358
1214 77 0 2 0 49 0 0 0 0.518
1215 77 0 2 1 50 0 0 0 0.488
1216 77 0 2 1 51 0 0 0 0.611
1217 77 0 2 1 52 1 1 1 0.471
1218 77 0 2 1 53 1 0 1 0.628
1219 77 0 2 1 54 1 0 1 0.441
1220 77 0 2 1 55 1 1 1 0.455
1221 77 0 2 1 56 0 1 1 0.364
1222 77 0 2 1 57 1 0 1 0.454
1223 77 0 2 1 58 0 1 0 0.485
1224 77 0 2 1 59 0 1 0 0.522
1225 77 0 2 1 60 1 1 1 0.518
1226 77 0 2 1 61 1 1 1 0.475
1227 77 0 2 1 62 1 1 1 0.505
1228 77 0 2 1 63 0 0 0 0.422
1229 77 0 2 1 64 0 0 0 0.412
1230 77 0 2 1 65 0 1 0 0.458
1231 77 0 2 1 66 0 1 0 0.286
1232 77 0 2 1 67 0 1 0 0.313
1233 77 0 2 1 68 0 1 0 0.472
1234 77 0 2 1 69 0 1 0 0.347
1235 77 0 2 1 70 0 1 0 0.455
1236 77 0 2 1 71 1 1 0 0.348
1237 77 0 2 1 72 0 1 0 0.534
1238 77 0 2 1 73 1 0 1 0.441
1239 77 0 2 1 74 0 0 0 0.569
1240 77 0 2 1 75 1 1 0 0.424
1241 77 0 2 1 76 1 1 1 0.419
1242 77 0 2 1 77 1 0 0 0.361
1243 77 0 2 1 78 1 0 0 0.723
1244 77 0 2 1 79 1 1 1 0.562
1245 77 0 2 1 80 1 1 1 0.472
1246 77 0 2 1 81 1 0 0 0.597
1247 77 0 2 1 82 0 0 0 0.582
1248 77 0 2 1 83 1 1 1 0.472
1249 77 0 2 1 84 1 0 0 0.484
1250 77 0 2 1 85 1 0 0 0.384
1251 77 0 2 1 86 0 1 0 0.615
1252 77 0 2 1 87 1 0 1 0.488
1253 77 0 2 1 88 0 1 1 0.411
1254 77 0 2 1 89 0 0 0 0.469
1255 77 0 2 1 90 1 0 1 0.49
1256 77 0 2 1 91 0 0 0 0.535
1257 77 0 2 1 92 1 1 1 0.314
