datID sessionID task diff block trial bigL smallL resp rt
611 60 0 2 0 8 1 0 1 1
612 61 1 1 0 18 1 1 1 0.525
613 61 1 1 0 19 1 1 1 0.428
614 60 0 2 0 9 1 0 1 2.863
615 60 0 2 0 10 0 0 0 0.851
616 60 0 2 0 11 0 0 0 1.104
617 60 0 2 0 12 1 0 1 1.17
618 60 0 2 0 13 0 1 0 1.242
619 60 0 2 0 14 0 1 0 2.331
620 60 0 2 0 15 1 0 1 0.796
621 61 1 2 0 0 0 0 0 1.911
622 60 0 2 0 16 0 1 0 2.141
623 61 1 2 0 1 1 1 1 0.83
624 60 0 2 0 17 1 1 1 1.423
625 61 1 2 0 2 1 1 1 0.605
626 61 1 2 0 3 0 1 1 0.537
627 60 0 2 0 18 1 1 1 0.762
628 61 1 2 0 4 1 1 1 0.818
629 60 0 2 0 19 1 1 1 1.054
630 61 1 2 0 5 1 0 0 0.72
631 61 1 2 0 6 1 1 1 0.618
632 61 1 2 0 7 0 1 1 0.958
633 61 1 2 0 8 0 1 1 0.813
634 61 1 2 0 9 1 0 0 0.462
